Starting date;Indicator;Sectors;City;value (Multiple units)
2023-01-15;Number of Transactions (In Thousand);Total;TABOUK;2914.0
2023-01-15;Number of Transactions (In Thousand);Total;HAIL;2481.0
2023-01-15;Value of Transactions (In Thousand SAR);Education;Total;123147.0
2023-01-15;Value of Transactions (In Thousand SAR);Health;Total;652294.0
2023-01-15;Value of Transactions (In Thousand SAR);Jewelry;Total;151849.0
2023-01-15;Value of Transactions (In Thousand SAR);Total;Total;9712989.0
2023-01-15;Value of Transactions Change %;Gas Stations;Total;-9.581179250983604
2023-01-15;Value of Transactions Change %;Beverage and Food;Total;-7.507954193037065
2023-01-15;Value of Transactions Change %;Total;Total;-9.001668570079476
2023-01-15;Number of Transactions (In Thousand);Total;MADINA;6133.0
2023-01-15;Number of Transactions (In Thousand);Total;OTHER;49709.0
2023-01-15;Number of Transactions Change %;Total;MADINA;-8.748698110400237
2023-01-15;Number of Transactions Change %;Total;DAMMAM;-6.952727272727273
2023-01-15;Value of Transactions (In Thousand SAR);Total;TABOUK;162223.0
2023-01-15;Value of Transactions (In Thousand SAR);Total;MAKKAH;394979.0
2023-01-15;Value of Transactions (In Thousand SAR);Total;BURAIDAH;232981.0
2023-01-15;Value of Transactions (In Thousand SAR);Total;KHOBAR;301147.0
2023-01-15;Value of Transactions (In Thousand SAR);Total;DAMMAM;516996.0
2023-01-15;Value of Transactions Change %;Total;BURAIDAH;-8.031153533391757
2023-01-15;Number of Transactions (In Thousand);Clothing and Footwear;Total;4196.0
2023-01-15;Number of Transactions (In Thousand);Electronic & Electric Devices;Total;679.0
2023-01-15;Number of Transactions (In Thousand);Gas Stations;Total;12107.0
2023-01-15;Number of Transactions (In Thousand);Public Utilities;Total;1080.0
2023-01-15;Number of Transactions (In Thousand);Total;Total;144764.0
2023-01-15;Number of Transactions Change %;Education;Total;16.666666666666664
2023-01-15;Number of Transactions Change %;Gas Stations;Total;-7.218943980381638
2023-01-15;Value of Transactions Change %;Total;MADINA;-11.801215891418067
2023-01-15;Value of Transactions Change %;Total;OTHER;-11.601680710264798
2023-01-15;Number of Transactions (In Thousand);Construction & Building Materials;Total;1128.0
2023-01-15;Number of Transactions (In Thousand);Furniture;Total;880.0
2023-01-15;Number of Transactions (In Thousand);Miscellaneous Goods and Services;Total;18047.0
2023-01-15;Number of Transactions (In Thousand);Recreation and Culture;Total;1982.0
2023-01-15;Number of Transactions Change %;Health;Total;-4.750884835284508
2023-01-15;Number of Transactions Change %;Beverage and Food;Total;-4.999270818142045
2023-01-15;Number of Transactions Change %;Telecommunication;Total;-9.670329670329672
2023-01-15;Value of Transactions (In Thousand SAR);Electronic & Electric Devices;Total;194907.0
2023-01-15;Value of Transactions (In Thousand SAR);Hotels;Total;271801.0
2023-01-15;Value of Transactions (In Thousand SAR);Miscellaneous Goods and Services;Total;1060407.0
2023-01-15;Value of Transactions Change %;Clothing and Footwear;Total;-22.218739092351967
2023-01-15;Value of Transactions Change %;Furniture;Total;-8.388207991877582
2023-01-15;Value of Transactions Change %;Restaurants & Café;Total;-7.770502231620224
2023-01-15;Value of Transactions Change %;Telecommunication;Total;1.4909979596870027
2023-01-15;Number of Transactions (In Thousand);Total;ABHA;2117.0
2023-01-15;Number of Transactions (In Thousand);Total;KHOBAR;3399.0
2023-01-15;Number of Transactions Change %;Total;RIYADH;-4.669883746435622
2023-01-15;Value of Transactions (In Thousand SAR);Total;JEDDAH;1457508.0
2023-01-15;Value of Transactions (In Thousand SAR);Public Utilities;Total;79204.0
2023-01-15;Value of Transactions (In Thousand SAR);Recreation and Culture;Total;244487.0
2023-01-15;Value of Transactions (In Thousand SAR);Restaurants & Café;Total;1516549.0
2023-01-15;Value of Transactions Change %;Electronic & Electric Devices;Total;-7.192446145934518
2023-01-15;Value of Transactions Change %;Hotels;Total;-7.407697601057415
2023-01-15;Value of Transactions Change %;Jewelry;Total;-9.009797165712916
2023-01-15;Number of Transactions (In Thousand);Hotels;Total;563.0
2023-01-15;Number of Transactions (In Thousand);Restaurants & Café;Total;42789.0
2023-01-15;Number of Transactions (In Thousand);Transportation;Total;1944.0
2023-01-15;Number of Transactions Change %;Clothing and Footwear;Total;-22.12323682256867
2023-01-15;Number of Transactions Change %;Public Utilities;Total;-7.928388746803069
2023-01-15;Number of Transactions Change %;Miscellaneous Goods and Services;Total;-7.493977138756472
2023-01-15;Number of Transactions Change %;Restaurants & Café;Total;-6.74933530924465
2023-01-15;Number of Transactions Change %;Transportation;Total;-10.166358595194085
2023-01-15;Value of Transactions (In Thousand SAR);Clothing and Footwear;Total;590527.0
2023-01-15;Number of Transactions (In Thousand);Total;BURAIDAH;3356.0
2023-01-15;Number of Transactions (In Thousand);Total;DAMMAM;6397.0
2023-01-15;Number of Transactions (In Thousand);Total;RIYADH;43461.0
2023-01-15;Number of Transactions Change %;Total;TABOUK;-11.104331909701038
2023-01-15;Number of Transactions Change %;Total;MAKKAH;-8.678117998506348
2023-01-15;Value of Transactions (In Thousand SAR);Total;HAIL;147375.0
2023-01-15;Value of Transactions (In Thousand SAR);Total;ABHA;116518.0
2023-01-15;Value of Transactions Change %;Total;MAKKAH;-9.431543804214982
2023-01-15;Value of Transactions Change %;Total;KHOBAR;-6.437732238060323
2023-01-15;Value of Transactions Change %;Total;DAMMAM;-8.265404256376224
2023-01-15;Value of Transactions (In Thousand SAR);Construction & Building Materials;Total;336114.0
2023-01-15;Value of Transactions (In Thousand SAR);Furniture;Total;252647.0
2023-01-15;Value of Transactions (In Thousand SAR);Beverage and Food;Total;1449441.0
2023-01-15;Value of Transactions Change %;Construction & Building Materials;Total;1.9042970230389318
2023-01-15;Value of Transactions Change %;Other;Total;-9.516677418899418
2023-01-15;Number of Transactions Change %;Total;BURAIDAH;-7.928669410150892
2023-01-15;Number of Transactions Change %;Total;KHOBAR;-4.388185654008439
2023-01-15;Number of Transactions Change %;Total;JEDDAH;-6.5289173504102465
2023-01-15;Value of Transactions (In Thousand SAR);Total;MADINA;374298.0
2023-01-15;Value of Transactions (In Thousand SAR);Total;OTHER;2737086.0
2023-01-15;Value of Transactions Change %;Total;TABOUK;-14.22898987495704
2023-01-15;Value of Transactions Change %;Total;HAIL;-13.309843413606897
2023-01-15;Value of Transactions Change %;Total;ABHA;-9.114451299891577
2023-01-15;Number of Transactions (In Thousand);Education;Total;112.0
2023-01-15;Number of Transactions (In Thousand);Jewelry;Total;174.0
2023-01-15;Number of Transactions (In Thousand);Beverage and Food;Total;32571.0
2023-01-15;Number of Transactions Change %;Construction & Building Materials;Total;-8.51581508515815
2023-01-15;Number of Transactions Change %;Hotels;Total;-6.788079470198675
2023-01-15;Number of Transactions Change %;Jewelry;Total;-13.0
2023-01-15;Number of Transactions Change %;Recreation and Culture;Total;-8.36800739713361
2023-01-15;Number of Transactions Change %;Total;Total;-7.099539874347835
2023-01-08;Number of Transactions (In Thousand);Construction & Building Materials;Total;1233.0
2023-01-08;Number of Transactions (In Thousand);Education;Total;96.0
2023-01-08;Number of Transactions (In Thousand);Health;Total;7346.0
2023-01-08;Number of Transactions (In Thousand);Public Utilities;Total;1173.0
2023-01-08;Number of Transactions (In Thousand);Telecommunication;Total;455.0
2023-01-08;Number of Transactions (In Thousand);Other;Total;20507.0
2023-01-08;Number of Transactions Change %;Construction & Building Materials;Total;0.40716612377850164
2023-01-08;Number of Transactions Change %;Electronic & Electric Devices;Total;-7.151664611590629
2023-01-08;Number of Transactions Change %;Recreation and Culture;Total;-2.391696750902527
2023-01-08;Number of Transactions (In Thousand);Total;BURAIDAH;3645.0
2023-01-08;Number of Transactions (In Thousand);Total;JEDDAH;19988.0
2023-01-08;Number of Transactions (In Thousand);Total;OTHER;54457.0
2023-01-08;Number of Transactions Change %;Total;MADINA;0.7948410317936413
2023-01-08;Number of Transactions Change %;Total;JEDDAH;0.9494949494949495
2023-01-08;Value of Transactions (In Thousand SAR);Total;MAKKAH;436111.0
2023-01-08;Value of Transactions (In Thousand SAR);Total;OTHER;3096310.0
2023-01-08;Value of Transactions Change %;Total;TABOUK;-8.612333843901448
2023-01-08;Value of Transactions (In Thousand SAR);Gas Stations;Total;744710.0
2023-01-08;Value of Transactions (In Thousand SAR);Jewelry;Total;166885.0
2023-01-08;Value of Transactions (In Thousand SAR);Miscellaneous Goods and Services;Total;1179351.0
2023-01-08;Value of Transactions Change %;Furniture;Total;-11.010577537415053
2023-01-08;Value of Transactions Change %;Public Utilities;Total;-0.4298881144534116
2023-01-08;Value of Transactions Change %;Beverage and Food;Total;-10.252816951821892
2023-01-08;Value of Transactions Change %;Total;Total;-4.474715240268178
2023-01-08;Value of Transactions (In Thousand SAR);Health;Total;703248.0
2023-01-08;Value of Transactions (In Thousand SAR);Telecommunication;Total;89202.0
2023-01-08;Value of Transactions Change %;Education;Total;24.929076346765726
2023-01-08;Value of Transactions Change %;Gas Stations;Total;2.268638679465524
2023-01-08;Value of Transactions Change %;Miscellaneous Goods and Services;Total;-4.4200860692606305
2023-01-08;Value of Transactions Change %;Transportation;Total;7.470256696737225
2023-01-08;Number of Transactions (In Thousand);Total;KHOBAR;3555.0
2023-01-08;Number of Transactions (In Thousand);Total;MADINA;6721.0
2023-01-08;Number of Transactions Change %;Total;HAIL;-1.1909058101768315
2023-01-08;Number of Transactions Change %;Total;KHOBAR;-2.2814733369983506
2023-01-08;Number of Transactions Change %;Total;RIYADH;-0.1620532585844429
2023-01-08;Value of Transactions (In Thousand SAR);Total;ABHA;128203.0
2023-01-08;Value of Transactions (In Thousand SAR);Total;KHOBAR;321868.0
2023-01-08;Value of Transactions Change %;Total;BURAIDAH;0.8367034996656371
2023-01-08;Number of Transactions (In Thousand);Clothing and Footwear;Total;5388.0
2023-01-08;Number of Transactions (In Thousand);Electronic & Electric Devices;Total;753.0
2023-01-08;Number of Transactions (In Thousand);Jewelry;Total;200.0
2023-01-08;Number of Transactions (In Thousand);Transportation;Total;2164.0
2023-01-08;Number of Transactions Change %;Public Utilities;Total;0.2564102564102564
2023-01-08;Number of Transactions Change %;Telecommunication;Total;-5.208333333333334
2023-01-08;Number of Transactions Change %;Transportation;Total;-0.8249312557286892
2023-01-08;Number of Transactions Change %;Total;Total;-0.8576427548910449
2023-01-08;Value of Transactions Change %;Total;RIYADH;-3.5055175363441555
2023-01-08;Value of Transactions Change %;Total;DAMMAM;-5.359901661807972
2023-01-08;Value of Transactions Change %;Total;JEDDAH;-0.15551980436540325
2023-01-08;Number of Transactions (In Thousand);Gas Stations;Total;13049.0
2023-01-08;Number of Transactions (In Thousand);Miscellaneous Goods and Services;Total;19509.0
2023-01-08;Number of Transactions Change %;Miscellaneous Goods and Services;Total;0.020507562163547807
2023-01-08;Number of Transactions Change %;Other;Total;-0.6732538990603507
2023-01-08;Value of Transactions (In Thousand SAR);Construction & Building Materials;Total;329833.0
2023-01-08;Value of Transactions (In Thousand SAR);Electronic & Electric Devices;Total;210012.0
2023-01-08;Value of Transactions (In Thousand SAR);Furniture;Total;275780.0
2023-01-08;Value of Transactions (In Thousand SAR);Public Utilities;Total;86857.0
2023-01-08;Value of Transactions (In Thousand SAR);Other;Total;1629119.0
2023-01-08;Value of Transactions Change %;Clothing and Footwear;Total;-12.07640122571784
2023-01-08;Value of Transactions Change %;Electronic & Electric Devices;Total;-10.501419110690634
2023-01-08;Value of Transactions Change %;Telecommunication;Total;-6.421325388416227
2023-01-08;Number of Transactions (In Thousand);Total;ABHA;2286.0
2023-01-08;Number of Transactions (In Thousand);Total;DAMMAM;6875.0
2023-01-08;Number of Transactions (In Thousand);Total;RIYADH;45590.0
2023-01-08;Number of Transactions Change %;Total;MAKKAH;0.5104338687884702
2023-01-08;Value of Transactions (In Thousand SAR);Total;BURAIDAH;253326.0
2023-01-08;Value of Transactions (In Thousand SAR);Total;DAMMAM;563578.0
2023-01-08;Value of Transactions Change %;Total;HAIL;-5.084613280181342
2023-01-08;Value of Transactions Change %;Total;ABHA;-10.113722410746838
2023-01-08;Value of Transactions Change %;Total;MAKKAH;-5.384959169682295
2023-01-08;Value of Transactions (In Thousand SAR);Education;Total;159412.0
2023-01-08;Value of Transactions (In Thousand SAR);Restaurants & Café;Total;1644321.0
2023-01-08;Value of Transactions (In Thousand SAR);Transportation;Total;582909.0
2023-01-08;Value of Transactions Change %;Health;Total;-2.133107701899312
2023-01-08;Value of Transactions Change %;Hotels;Total;21.24088254487481
2023-01-08;Value of Transactions Change %;Restaurants & Café;Total;-4.011299237143877
2023-01-08;Value of Transactions Change %;Other;Total;-5.77735235770759
2023-01-08;Number of Transactions (In Thousand);Total;TABOUK;3278.0
2023-01-08;Number of Transactions (In Thousand);Restaurants & Café;Total;45886.0
2023-01-08;Number of Transactions (In Thousand);Beverage and Food;Total;34285.0
2023-01-08;Number of Transactions Change %;Clothing and Footwear;Total;-8.4140744518103
2023-01-08;Number of Transactions Change %;Education;Total;17.073170731707318
2023-01-08;Number of Transactions Change %;Gas Stations;Total;3.6375188626796917
2023-01-08;Number of Transactions Change %;Restaurants & Café;Total;-1.0672473642224187
2023-01-08;Number of Transactions Change %;Total;BURAIDAH;1.7020089285714284
2023-01-08;Number of Transactions Change %;Total;DAMMAM;-1.588892069853994
2023-01-08;Number of Transactions Change %;Total;OTHER;-2.0698460653143433
2023-01-08;Value of Transactions (In Thousand SAR);Total;HAIL;170002.0
2023-01-08;Value of Transactions (In Thousand SAR);Total;MADINA;424380.0
2023-01-08;Value of Transactions (In Thousand SAR);Total;JEDDAH;1564566.0
2023-01-08;Value of Transactions (In Thousand SAR);Total;RIYADH;3526332.0
2023-01-08;Value of Transactions Change %;Total;KHOBAR;-4.180001131258764
2023-01-08;Value of Transactions Change %;Total;OTHER;-7.456783865378644
2023-01-08;Value of Transactions (In Thousand SAR);Hotels;Total;293546.0
2023-01-08;Value of Transactions (In Thousand SAR);Recreation and Culture;Total;252311.0
2023-01-08;Value of Transactions (In Thousand SAR);Beverage and Food;Total;1567098.0
2023-01-08;Value of Transactions (In Thousand SAR);Total;Total;10673810.0
2023-01-08;Value of Transactions Change %;Construction & Building Materials;Total;3.2302386138861765
2023-01-08;Value of Transactions Change %;Jewelry;Total;-6.211187105548593
2023-01-08;Value of Transactions Change %;Recreation and Culture;Total;-17.224330983258586
2023-01-08;Number of Transactions (In Thousand);Total;HAIL;2738.0
